1.02019	536
1.0413	1072
1.06328	1608
1.08525	2144
1.10628	2680
1.10817	3216
1.12826	3752
1.13014	4288
1.13203	4824
1.1521	5360
1.15399	5896
1.18487	6432
1.18676	6968
1.21764	7504
1.21953	8040
1.25041	8576
1.25229	9112
1.28317	9648
1.28506	10184
1.31594	10720
1.31783	11256
1.34871	11792
1.3506	12328
1.38148	12864
1.38337	13400
1.41425	13936
1.41613	14472
1.44701	15008
1.4489	15544
1.47978	16080
1.48167	16616
1.51255	17152
1.51444	17688
1.54532	18224
1.54721	18760
1.57809	19296
1.57997	19832
1.61085	20368
1.61274	20904
1.64362	21440
1.64551	21976
1.67639	22512
1.67828	23048
1.70916	23584
1.71105	24120
1.74193	24656
1.74381	25192
1.77469	25728
1.77658	26264
1.80746	26800
1.80935	27336
1.84023	27872
1.84212	28408
1.873	28944
1.87489	29480
1.90577	30016
1.90765	30552
1.93853	31088
1.94042	31624
1.9713	32160
1.97319	32696
2.00407	33232
2.00596	33768
2.03684	34304
2.03873	34840
2.06961	35376
2.07149	35912
2.10237	36448
2.10426	36984
2.13514	37520
2.13703	38056
2.16791	38592
2.1698	39128
2.20068	39664
2.20257	40200
2.23345	40736
2.23533	41272
2.26621	41808
2.2681	42344
2.29898	42880
2.30087	43416
2.33175	43952
2.33364	44488
2.36452	45024
2.36641	45560
2.39729	46096
2.39917	46632
2.43005	47168
2.43194	47704
2.46282	48240
2.46471	48776
2.49559	49312
2.49748	49848
2.52836	50384
2.53025	50920
2.56113	51456
2.56301	51992
2.59389	52528
2.59578	53064
2.62666	53600
2.62855	54136
2.65943	54672
2.66132	55208
2.6922	55744
2.69409	56280
2.72497	56816
2.72685	57352
2.75773	57888
2.75962	58424
2.7905	58960
2.79239	59496
2.82327	60032
2.82516	60568
2.85604	61104
2.85793	61640
2.88881	62176
2.89069	62712
2.92157	63248
2.92346	63784
2.95434	64320
2.95623	64856
2.98711	65392
2.989	65928
3.01988	66464
3.02177	67000
3.05265	67536
3.05453	68072
3.08541	68608
3.0873	69144
3.11818	69680
3.12007	70216
3.15095	70752
3.15284	71288
3.18372	71824
3.18561	72360
3.21649	72896
3.21837	73432
3.24925	73968
3.25114	74504
3.28202	75040
3.28391	75576
3.31479	76112
3.31668	76648
3.34756	77184
3.34945	77720
3.38033	78256
3.38221	78792
3.41309	79328
3.41498	79864
3.44586	80400
3.44775	80936
3.47863	81472
3.48052	82008
3.5114	82544
3.51329	83080
3.54417	83616
3.54605	84152
3.57693	84688
3.57882	85224
3.6097	85760
3.61159	86296
3.64247	86832
3.64436	87368
3.67524	87904
3.67713	88440
3.70801	88976
3.70989	89512
3.74077	90048
3.74266	90584
3.77354	91120
3.77543	91656
3.80631	92192
3.8082	92728
3.83908	93264
3.84097	93800
3.87185	94336
3.87373	94872
3.90461	95408
3.9065	95944
3.93738	96480
3.93927	97016
3.97015	97552
3.97204	98088
4.00292	98624
4.00481	99160
4.03569	99696
4.03757	100232
4.06845	100768
4.07034	101304
4.10122	101840
4.10311	102376
4.13399	102912
4.13588	103448
4.16676	103984
4.16865	104520
4.19953	105056
4.20141	105592
4.23229	106128
4.23418	106664
4.26506	107200
4.26695	107736
4.29783	108272
4.29972	108808
4.3306	109344
4.33249	109880
4.36337	110416
4.36525	110952
4.39613	111488
4.39802	112024
4.4289	112560
4.43079	113096
4.46167	113632
4.46356	114168
4.49444	114704
4.49633	115240
4.52721	115776
4.52909	116312
4.55997	116848
4.56186	117384
4.59274	117920
4.59463	118456
4.62551	118992
4.6274	119528
4.65828	120064
4.66017	120600
4.69105	121136
4.69293	121672
4.72381	122208
4.7257	122744
4.75658	123280
4.75847	123816
4.78935	124352
4.79124	124888
4.82212	125424
4.82401	125960
4.85489	126496
4.85677	127032
4.88765	127568
4.88954	128104
4.92042	128640
4.92231	129176
4.95319	129712
4.95508	130248
4.98596	130784
4.98785	131320
5.01873	131856
5.02061	132392
5.05149	132928
5.05338	133464
5.08426	134000
5.08615	134536
5.11703	135072
5.11892	135608
5.1498	136144
5.15169	136680
5.18257	137216
5.18445	137752
5.21533	138288
5.21722	138824
5.2481	139360
5.24999	139896
5.28087	140432
5.28276	140968
5.31364	141504
5.31553	142040
5.34641	142576
5.34829	143112
5.37917	143648
5.38106	144184
5.41194	144720
5.41383	145256
5.44471	145792
5.4466	146328
5.47748	146864
5.47937	147400
5.51025	147936
5.51213	148472
5.54301	149008
5.5449	149544
5.57578	150080
5.57767	150616
5.60855	151152
5.61044	151688
5.64132	152224
5.64321	152760
5.67409	153296
5.67597	153832
5.70685	154368
5.70874	154904
5.73962	155440
5.74151	155976
5.77239	156512
5.77428	157048
5.80516	157584
5.80705	158120
5.83793	158656
5.83981	159192
5.87069	159728
5.87258	160264
5.90346	160800
5.90535	161336
5.93623	161872
5.93812	162408
5.969	162944
5.97089	163480
6.00177	164016
6.00365	164552
6.03453	165088
6.03642	165624
6.0673	166160
6.06919	166696
6.10007	167232
6.10196	167768
6.13284	168304
6.13473	168840
6.16561	169376
6.16749	169912
6.19837	170448
6.20026	170984
6.23114	171520
6.23303	172056
6.26391	172592
6.2658	173128
6.29668	173664
6.29857	174200
6.32945	174736
6.33133	175272
6.36221	175808
6.3641	176344
6.39498	176880
6.39687	177416
6.42775	177952
6.42964	178488
6.46052	179024
6.46241	179560
6.49329	180096
6.49517	180632
6.52605	181168
6.52794	181704
6.55882	182240
6.56071	182776
6.59159	183312
6.59348	183848
6.62436	184384
6.62625	184920
6.65713	185456
6.65901	185992
6.68989	186528
6.69178	187064
6.72266	187600
6.72455	188136
6.75543	188672
6.75732	189208
6.7882	189744
6.79009	190280
6.82097	190816
6.82285	191352
6.85373	191888
6.85562	192424
6.8865	192960
6.88839	193496
6.91927	194032
6.92116	194568
6.95204	195104
6.95393	195640
6.98481	196176
6.98669	196712
7.01757	197248
7.01946	197784
7.05034	198320
7.05223	198856
7.08311	199392
7.085	199928
7.11588	200464
7.11777	201000
7.14865	201536
7.15053	202072
7.18141	202608
7.1833	203144
7.21418	203680
7.21607	204216
7.24695	204752
7.24884	205288
7.27972	205824
7.28161	206360
7.31249	206896
7.31437	207432
7.34525	207968
7.34714	208504
7.37802	209040
7.37991	209576
7.41079	210112
7.41268	210648
7.44356	211184
7.44545	211720
7.47633	212256
7.47821	212792
7.50909	213328
7.51098	213864
7.54186	214400
7.54375	214936
7.57463	215472
7.57652	216008
7.6074	216544
7.60929	217080
7.64017	217616
7.64205	218152
7.67293	218688
7.67482	219224
7.7057	219760
7.70759	220296
7.73847	220832
7.74036	221368
7.77124	221904
7.77313	222440
7.80401	222976
7.80589	223512
7.83677	224048
7.83866	224584
7.86954	225120
7.87143	225656
7.90231	226192
7.9042	226728
7.93508	227264
7.93697	227800
7.96785	228336
7.96973	228872
8.00061	229408
8.0025	229944
8.03338	230480
8.03527	231016
8.06615	231552
8.06804	232088
8.09892	232624
8.10081	233160
8.13169	233696
8.13357	234232
8.16445	234768
8.16634	235304
8.19722	235840
8.19911	236376
8.22999	236912
8.23188	237448
8.26276	237984
8.26465	238520
8.29553	239056
8.29741	239592
8.32829	240128
8.33018	240664
8.36106	241200
8.36295	241736
8.39383	242272
8.39572	242808
8.4266	243344
8.42849	243880
8.45937	244416
8.46125	244952
8.49213	245488
8.49402	246024
8.5249	246560
8.52679	247096
8.55767	247632
8.55956	248168
8.59044	248704
8.59233	249240
8.62321	249776
8.62509	250312
8.65597	250848
8.65786	251384
8.68874	251920
8.69063	252456
8.72151	252992
8.7234	253528
8.75428	254064
8.75617	254600
8.78705	255136
8.78893	255672
8.81981	256208
8.8217	256744
8.85258	257280
8.85447	257816
8.88535	258352
8.88724	258888
8.91812	259424
8.92001	259960
8.95089	260496
8.95277	261032
8.98365	261568
8.98554	262104
9.01642	262640
9.01831	263176
9.04919	263712
9.05108	264248
9.08196	264784
9.08385	265320
9.11473	265856
9.11661	266392
9.14749	266928
9.14938	267464
9.18026	268000
9.18215	268536
9.21303	269072
9.21492	269608
9.2458	270144
9.24769	270680
9.27857	271216
9.28045	271752
9.31133	272288
9.31322	272824
9.3441	273360
9.34599	273896
9.37687	274432
9.37876	274968
9.40964	275504
9.41153	276040
9.44241	276576
9.44429	277112
9.47517	277648
9.47706	278184
9.50794	278720
9.50983	279256
9.54071	279792
9.5426	280328
9.57348	280864
9.57537	281400
9.60625	281936
9.60813	282472
9.63901	283008
9.6409	283544
9.67178	284080
9.67367	284616
9.70455	285152
9.70644	285688
9.73732	286224
9.73921	286760
9.77009	287296
9.77197	287832
9.80285	288368
9.80474	288904
9.83562	289440
9.83751	289976
9.86839	290512
9.87028	291048
9.90116	291584
9.90305	292120
9.93393	292656
9.93581	293192
9.96669	293728
9.96858	294264
9.99946	294800
10.0014	295336
10.0322	295872
10.0341	296408
10.065	296944
10.0669	297480
10.0978	298016
10.0997	298552
10.1305	299088
10.1324	299624
10.1633	300160
10.1652	300696
10.1961	301232
10.198	301768
10.2288	302304
10.2307	302840
10.2616	303376
10.2635	303912
10.2944	304448
10.2963	304984
10.3271	305520
10.329	306056
10.3599	306592
10.3618	307128
10.3927	307664
10.3946	308200
10.4254	308736
10.4273	309272
